amount,hour,is_new_device,is_new_location,distance_from_home,avg_transaction_amount,transactions_last_1h,transactions_last_24h,account_age_days,identity_risk_score,verification_failed,social_engineering_risk,behaviour_deviation_score,attack_type,is_fraud
3762.792028901929,19,0,0,20.309116247997853,3144.4289849006705,2,6,1121,0.04304649615891665,0,0.2491208868297361,0.2335851302607122,normal,0
4157.343629941184,15,0,1,404.7938590435958,992.8103211243663,1,9,2145,0.435146251931982,0,0.18866061797323386,0.3541831535048836,account_takeover,1
5397.8159797026165,18,0,1,39.56609932293111,2704.3722905214768,2,5,2348,0.17520382475571133,0,0.5268218685139225,0.40992247029398926,social_engineering,1
1837.8692011748071,21,0,0,26.251010573779755,3360.5685927463287,5,8,2571,0.10500643513097468,0,0.03667117364950065,0.04121445753669518,normal,0
1565.7471463273714,9,0,0,22.898045727438976,1347.0772799330703,4,8,2342,0.08339136219057303,0,0.013102410072755144,0.23321746983164204,normal,0
3402.712212040841,12,0,0,8.693608880491398,3531.3554088224214,2,7,1781,0.07387374357885151,0,0.03603920687809939,0.041183641508806525,normal,0
213.20147538523133,10,0,0,0.21612689074919744,1735.354762083248,0,5,413,0.22520564011976743,0,0.12327403835647618,0.09462500701166998,normal,0
7157.102138847474,13,0,1,55.095928201748876,2346.953881802049,1,7,1772,0.22440268472659763,0,0.7133693230572271,0.27026024613216953,social_engineering,1
1990.1487133079745,3,0,0,17.338496818099497,1383.0917447439047,0,12,1547,0.007000291301508588,0,0.18476557563067653,0.2932925570740754,normal,0
2373.608145135316,18,0,0,19.30013440946444,3770.5260938193,5,24,2530,0.11680930003011578,0,0.04067734108824872,0.5504885100834569,velocity_attack,1
5871.263241141075,20,1,1,352.28170144337685,2389.948829005494,2,6,2906,0.2031786938939542,0,0.16676005035809577,0.7505798957741253,account_takeover,1
3132.004870731826,21,1,0,291.39976170125067,1469.1657058223313,0,8,1456,0.06862009875230665,0,0.02765901427133785,0.6650359052729309,behaviour_anomaly,1
1448.7687929691192,18,0,0,42.215317723419886,1575.514877242003,10,18,255,0.10805267200119426,0,0.08303510711299483,0.28877869576225523,velocity_attack,1
4827.6244692112705,19,0,1,130.16203391252213,1604.695703171725,2,3,1410,0.24141751262938418,0,0.09394556955733607,0.6612431005661029,behaviour_anomaly,1
3589.8786350059527,9,0,0,6.757006131690501,3355.8142863901603,2,9,1963,0.23975011059421794,0,0.09093758949865036,0.24676061525328885,normal,0
2991.847928285529,17,1,0,5.293194572630437,3333.306261537073,0,6,1018,0.2111922562114679,0,0.06511702771104694,0.10868348999875821,normal,0
1381.8400630059455,8,0,0,20.051182612304387,1912.6035082655694,1,10,2401,0.08960737923119982,0,0.21967414448734726,0.14432063767539743,normal,0
1823.2274765089114,9,0,0,8.008755450992368,2931.2433561280473,2,8,1562,0.19337190934494897,0,0.10160957240272026,0.20457079683236554,normal,0
4315.797494216367,6,0,1,23.45402086568059,1303.5935626388903,1,10,388,0.06779277933388247,0,0.29026529068762374,0.28197407091393156,social_engineering,1
2334.408330508945,15,0,1,20.98878466530337,2573.4509910171487,0,10,548,0.5921883230584909,0,0.06323368596762899,0.47506602893820765,deepfake_identity,1
807.6620762910379,1,0,0,17.782350803138776,2540.2411988149206,1,9,1409,0.20741140582598644,0,0.10616541071269942,0.000985145112450747,normal,0
5570.047288911158,21,0,0,62.81174773617559,3840.9807510058376,3,7,2994,0.14024539231457706,0,0.04978595513921763,0.8279772652172561,behaviour_anomaly,1
3550.475295404125,13,0,1,42.125481385000555,2881.747557261496,3,8,2478,0.1591109721138404,1,0.053817342974819216,0.5027026228429823,behaviour_anomaly,1
2702.0946417648565,7,0,0,19.07854111134213,2769.62594915083,1,8,2061,0.10716319632830151,0,0.20472959412381722,0.0890966856972417,normal,0
509.2009857594534,1,0,1,25.316081997436683,699.5941990126678,0,11,2547,0.08173950416826445,0,0.048030526378857574,0.21862893907182396,normal,0
1067.4011918286408,12,0,0,27.226200599347166,658.5640342021559,0,4,681,0.5461787018443234,1,0.0075797944329648315,0.45364303974711334,deepfake_identity,1
2357.0792509736643,20,0,0,9.251317655750395,1540.5052149846426,2,7,1109,0.1396199962429602,0,0.359703105229424,0.25433559863398814,social_engineering,1
808.2887134729992,22,0,0,5.963479188806216,2404.900679553378,7,10,1752,0.001363729292670035,0,0.10794124866021618,0.05133975470593661,normal,0
2932.96616139163,18,0,0,18.119314102638775,2206.8347401744254,1,9,1103,0.15706210533095072,0,0.653615629935639,0.24504815602952335,social_engineering,1
1742.914189490506,4,1,0,7.398374635203428,3322.964017515074,2,5,198,0.34382517035703747,1,0.17469190106599528,0.42547867223755964,deepfake_identity,1
57.58070773894601,23,0,1,14.61677220517015,2354.792054255815,10,28,2375,0.11123752637614509,0,0.15375056509690477,0.6193183215531572,velocity_attack,1
982.7907239341845,17,1,1,4.21388352698124,1396.6703005377424,3,9,120,0.6539351705220529,1,0.20883335941839,0.2315960145166674,deepfake_identity,1
2347.7486633871927,3,0,0,16.212077714726483,2380.88461028273,2,11,269,0.4391211263157212,0,0.21569045307170504,0.30703161281349156,deepfake_identity,1
5516.36701262672,21,0,0,80.99509008686296,3360.2777007042555,2,9,220,0.1816504759218182,0,0.14043910565978587,0.5016328299626617,behaviour_anomaly,1
1101.491422588318,1,0,0,1.136228745594202,2693.0737888262356,1,6,807,0.22219288437550447,1,0.1562930436229824,0.25838618464431634,normal,0
688.1390702963929,22,0,0,1.2671533908461852,1564.695518726983,4,5,2967,0.005968886077731966,0,0.2118615759755525,0.13977156637274807,normal,0
2454.522863149634,21,1,0,453.4930384855207,1538.143687549826,0,6,1856,0.41818733082114434,0,0.15747055796236065,0.5334756347465786,account_takeover,1
2251.2628723942994,22,1,1,366.81753512183235,1926.5447300083592,0,10,86,0.19971257099155681,0,0.23630062275729996,0.6325798302658411,account_takeover,1
3866.283239902343,14,0,0,125.51029519870946,2980.6064421004176,0,10,1742,0.08445417321037235,0,0.13819844488799338,0.8162695140847824,behaviour_anomaly,1
918.4927090193164,19,0,0,52.426214679019495,1220.9301255693658,7,27,1460,0.03629761708026075,0,0.07629149585493814,0.25905887195526556,velocity_attack,1
4302.240447129598,7,1,0,3.640465183655588,3565.667237499631,1,8,2749,0.06742149158414762,0,0.029742241848918438,0.1917935504933649,normal,0
3248.878123547619,21,0,0,11.789163800776798,3120.2583194416998,2,7,1481,0.20743606733537293,0,0.23448415668679792,0.2851218663850153,normal,0
11771.39936136078,8,0,0,22.127049967389603,2908.159449759451,3,5,259,0.4610768562208467,1,0.23440748021872904,0.25196641062564956,synthetic_identity,1
5568.976522221954,19,0,0,4.774730576369123,3051.015047944814,2,13,2778,0.17147749590737163,0,0.1498549896938087,0.0032097580839846596,normal,0
1211.4511395650334,2,0,0,0.6312170818275787,1429.6001490604713,0,8,2329,0.1460865259283922,0,0.23489806565260413,0.10664611651126059,normal,0
1067.4095888655836,14,0,0,24.18973813937204,2574.9406317783855,2,5,2817,0.03621945614541319,0,0.01266493615105721,0.2848520508536775,normal,0
2471.0449375382495,9,0,0,45.53772044786952,2031.8146485187121,3,5,406,0.023583014119807816,0,0.0798275974924513,0.2889159703204064,normal,0
2866.8784863626643,1,0,0,0.2089005179368172,2527.6006333167825,0,5,339,0.5096488611900557,0,0.17978441735221432,0.4562463646700656,deepfake_identity,1
